name,denom,addr,state,lat,lon
Calvary Baptist Church,NA,15950 Sterling Hwy P.O. Box 39565 Ninilchik,AK,60.04024,-151.67485
Assembly Of God Church,Assemblies of God,305 Pausanna St Nuiqsut,AK,70.21486,-150.99498
Chrisma Life Ministries,Non-Denominational,234 W Beaver Ave Palmer,AK,61.6084,-149.11781
Church of the Covenant,American Baptist,415 S Bailey St Palmer,AK,61.60323,-149.11598
Family Christian Center,Non-Denominational,203 W Dogwood Ave Palmer,AK,61.60163,-149.11704
First Baptist Church,Baptist,1150 E Helen Dr Palmer,AK,61.58597,-149.13852
Manna Independent Baptist Church,Baptist Bible Fellowship International,10151 Palmer Wasilla Hwy Palmer,AK,61.60131,-149.19698
Matanuska Assembly of God,Assemblies of God,12801 W Arctic Ave Palmer,AK,61.60768,-149.1268
Palmer Highway Church Of God,Church of God (Pentecostal),349 E Arctic Ave Palmer,AK,61.60703,-149.10773
Saint John Lutheran Church,Lutheran Church of Missouri Synod,440 E Elmwood Ave Palmer,AK,61.5983,-149.10666
Shiloh Missionary Baptist Church of Palmer,American Baptist,505 S Bailey St Palmer,AK,61.60211,-149.11598
St Bartholomew's Episcopal Church Palmer,Episcopal,323 N Alaska St Palmer,AK,61.60913,-149.11361
Trinity Lutheran Church,Evangelical Lutheran in America,10355 E Palmer Wasilla Hwy Palmer,AK,61.59994,-149.19001
United Protestant Presbyterian Church,Presbyterian,713 S Denali St Palmer,AK,61.5983,-149.10769
Church of Jesus Christ Latter-Day Saints,Other Christian,Bogard Road Palmer,AK,61.60415,-149.13708
Fellowship of Antioch,Other Christian,House Fellowship Email Us and Tell Use What You Are Looking For Palmer,AK,61.59957,-149.11109
Saint Michael Catholic Church,Catholic,432 E Fireweed Ave Palmer,AK,61.59727,-149.10728
Valley Harvest Church,Non-Denominational,10697 E Palmer Wasilla Hwy Palmer,AK,61.6012,-149.18197
New Beginning Christian Church,Other Christian,12400 E Soapstone Rd Palmer,AK,61.66532,-149.13844
Valley Bible Fellowship Home,Other Christian,3680 S Sky Ranch Loop Palmer,AK,61.554,-149.14704
Apostolic Resource Centre,Apostolic,836 S Colony Way Palmer,AK,61.59849,-149.114992
Salcha Baptist Church,Southern Baptist Convention,8203 Richardson Hwy Salcha,AK,64.49797,-146.973875
Seventh-Day Adventist Church,Seventh Day Adventist,General Delivery Selawik,AK,66.602398,-160.0113
Church Of Christ,NA,1113 Edgecumbe Dr Sitka,AK,57.06273,-135.35133
First Baptist ChurchSitka,Southern Baptist Convention,514 Halibut Point Rd Sitka,AK,57.05602,-135.34226
First Presbyterian Church,Presbyterian,505 Sawmill Creek Rd Sitka,AK,57.05404,-135.33153
Grace Lutheran Church,Wisconsin Evangelical Lutheran Synod,304 Tilson St Sitka,AK,57.06301,-135.34672
Saint Gregory's Catholic Church,Roman Catholic,606 Etolin St Sitka,AK,57.05229,-135.32864
Sitka Assembly of God,Assemblies of God,214 Kimsham St Sitka,AK,57.06165,-135.34759
Sitka Lutheran Church,Evangelical Lutheran in America,224 Lincoln St Sitka,AK,57.04966,-135.33564
Sitka United Methodist Church,United Methodist,303 Kimsham St Sitka,AK,57.06254,-135.34806
St Peter's by-the-Sea Episcopal Church,Episcopal,611 Lincoln St Sitka,AK,57.05182,-135.328262
Trinity Baptist Church,Baptist,1904 Halibut Point Rd Sitka,AK,57.06967,-135.36616
United Pentecostal Church,United Pentecostal Church International,101 Cascade Creek Rd Sitka,AK,57.06953,-135.36532
Sitka Bible Baptist Church,Baptist Bible Fellowship International,1600 N Double B St Palmer,AK,61.59717,-149.27051
Sitka SDA Church,Seventh Day Adventist,1613 Halibut Point Rd Sitka,AK,57.06527,-135.36354
St Gregory of Nazianzen Parish,Roman Catholic,606 Etolin St Sitka,AK,57.05229,-135.32864
Apostolic Assembly Of Jesus Christ,Apostolic,39322 Dudley Ave Soldotna,AK,60.50548,-150.92031
Church Of Christ Soldotna,Church of Christ,41896 Sterling Hwy Soldotna,AK,60.48675,-151.0569
Church Of God Of Soldotna,Church of God,105 W Redoubt Ave Soldotna,AK,60.48761,-151.07285
College Heights Baptist Church,Southern Baptist Convention,44440 Kalifornsky Beach Rd Soldotna,AK,60.478155,-151.15078
First Baptist Church,Southern Baptist Convention,159 S Binkley St Soldotna,AK,60.48555,-151.07352
Funny River Bible Church,Bible,33344 Browns Lake Rd Soldotna,AK,60.48831,-150.745925
Our Lady of Perpetual Help,Catholic,222 W Redoubt Ave Soldotna,AK,60.48834,-151.081075
Peninsula Grace Brethren Church,Brethren,44175 Kalifornsky Beach Rd Soldotna,AK,60.4827,-151.15009
Soldotna Baptist Church,Baptist,223 E Redoubt Ave Soldotna,AK,60.48752,-151.06329
Soldotna Bible Chapel,Non-Denominational,300 W Marydale Ave Soldotna,AK,60.495825,-151.088875
Soldotna United Methodist Church,United Methodist,158 S Binkley St Soldotna,AK,60.48583,-151.07085
Trinity Christian Center,Non-Denominational,37710 Kenai Spur Hwy Soldotna,AK,60.52878,-151.081
Birch Ridge Community Church,Wesleyan,33325 Echo Lake Rd. Soldotna,AK,60.46392,-151.15689
Funny River Community Lutheran Church,Lutheran Church of Missouri Synod,35575 Rabbit Run Rd Soldotna,AK,60.49821,-150.795275
Reflection Lake Chapel,Non-Denominational,103 S Sterling St Soldotna,AK,60.486853,-151.094222
Liberty Baptist Church,Baptist,33245 Echo Lake Rd Soldotna,AK,60.461695,-151.155981
Ministries Of The Living Stones Inc,Non-Denominational,32930 Fair Game Ave Sterling,AK,60.53703,-150.73426
Montana Creek Baptist Church,Southern Baptist Convention,Mile 98 Parks Hwy Talkeetna,AK,62.323831,-150.108881
Apostolic Worship Center,United Pentecostal Church International,7700 W Buttercup Dr Wasilla,AK,61.5746,-149.64511
Cross Country Church,Non-Denominational,2430 E Parks Hwy Wasilla,AK,61.57194,-149.38827
Fairview Loop Baptist Church,Southern Baptist Convention,3118 W Fairview Loop Wasilla,AK,61.5243,-149.52243
Faith Chapel Pentecostal Church,Pentecostal,401 E Spruce Ave Wasilla,AK,61.59991,-149.44076
First Baptist Church of Wasilla,Southern Baptist Convention,900 N Leatherleaf Loop Wasilla,AK,61.58939,-149.41414
First Presbyterian Church,Presbyterian,1375 E Bogard Rd Wasilla,AK,61.58923,-149.41591
Frontier Christian Ministries,Non-Denominational,4900 E Palmer Wasilla Hwy Wasilla,AK,61.58401,-149.32697
Good Shepherd Lutheran Church,Evangelical Lutheran in America,501 E Bogard Rd Wasilla,AK,61.58561,-149.43754
Gospel Outreach Christian Center,Non-Denominational,4800 E Palmer Wasilla Hwy Wasilla,AK,61.58401,-149.32887
King Of Kings Lutheran Church,Wisconsin Evangelical Lutheran Synod,1601 N Lucille St Wasilla,AK,61.59748,-149.44962
Lamb Of God Lutheran Church,Lutheran Church of Missouri Synod,1221 N Church Rd Wasilla,AK,61.59261,-149.50934
Mat-Su Covenant Church,Evangelical Covenant,5201 E Mayflower Ln Wasilla,AK,61.58563,-149.31806
Mid-Valley Christian Center,Non-Denominational,1100 S Hay St Wasilla,AK,61.57139,-149.3315
Sacred Heart Parish,Roman Catholic,1201 E Bogard Rd Wasilla,AK,61.58882,-149.41377
Wasilla Assembly Of God,Assemblies of God,125 W Riley Ave Wasilla,AK,61.57151,-149.45348
Wasilla Bible Church,Bible,1651 W Nicola Ave Wasilla,AK,61.58315,-149.49431
Wasilla Community Church Of God,Church of God,701 S Seward Meridian Pkwy Wasilla,AK,61.57593,-149.35888
Wasilla Lake Church-nazarene,Nazarene,2001 E Palmer Wasilla Hwy Wasilla,AK,61.5812,-149.39971
Word Of Faith Assembly,Non-Denominational,3701 E Bogard Rd Wasilla,AK,61.60197,-149.35815
King's Chapel Alaska,Other Christian,1701 N. Lucille St. Wasilla,AK,61.59866,-149.44962
Meadow Lakes Baptist Church,Baptist- Independent,765 N. Pittman Rd. Wasilla,AK,61.58954,-149.62981
St. David's Episcopal Church,Other Christian,2301 Wasilla-Fishhook Road Wasilla,AK,61.60572,-149.41368
Valley Fellowship,Reformed,701 S Seward Meridian Pkwy Wasilla,AK,61.57593,-149.35888
Church Of Christ At Wasilla,Church of Christ,4900 E Palmer Wasilla Hwy Ste 5A Wasilla,AK,61.58401,-149.32697
Grace Orthodox Prsbytrn Church,Presbyterian,2851 E Bogard Rd Wasilla,AK,61.59516,-149.3784
New Life Covenant Church,Non-Denominational,825 N Lucus Rd Wasilla,AK,61.58776,-149.47993
Wasilla SDA Church,Seventh Day Adventist,2101 N Lucille St Wasilla,AK,61.60342,-149.44879
Church Of God Of Prophecy,Church of God of Prophecy,260 E Nelson Ave Wasilla,AK,61.58468,-149.4451
Trailhead Wesleyan Church,Wesleyan,5700 E Pilgrim Ct Wasilla,AK,61.58523,-149.30673
Valley Faith Church,Non-Denominational,224 N Yenlo St Wasilla,AK,61.58151,-149.43787
Alaska District Youth Ministries,Non-Denominational,560 S Knik Goose Bay Rd Wasilla,AK,61.57816,-149.44209
North Bear Street Community Church,Southern Baptist Convention,6000 E Bear Cub Ct Wasilla,AK,61.61457,-149.29865
St Herman Mission,Antiochian Orthodox Christian Archdiocese,6988 N En Dove Rd Wasilla,AK,61.66023,-149.33847
Abbeville United Methodist Church,United Methodist,100 E Kelly St Abbeville,AL,31.56943,-85.25107
Bethlehem Baptist Church,Baptist,1299 County Road 25 Abbeville,AL,31.57975,-85.31619
Calvary Baptist Church,Southern Baptist Convention,310 Dothan Rd Abbeville,AL,31.55115,-85.25391
First Baptist Church,Southern Baptist Convention,100 Columbia Rd Abbeville,AL,31.54469,-85.23075
Mary Magdalene Baptist Church,Baptist,153 Girard St Abbeville,AL,31.56589,-85.24396
Mount Olive Baptist Church,Baptist,12466 State Highway 95 N Abbeville,AL,31.74558,-85.15632
NA,Church of Christ,N/A N/A,AL,51.71459,5.293641
Outreach For Souls Church,Non-Denominational,200 W Williams St Abbeville,AL,31.5709,-85.25344
Saint Peter Baptist Church,Baptist,120 Girard St Abbeville,AL,31.56755,-85.2471
Sardis Baptist Church,Baptist,County Road 133 Abbeville,AL,31.59915,-85.29298
Sardis Baptist Church,Southern Baptist Convention,County Road 133 Abbeville,AL,31.59915,-85.29298
Judson,Southern Baptist Convention,180 County Road 93 Abbeville,AL,31.65468,-85.17693
Lakeside Christian Fellowship Church,Other Christian,3834 County Road 97 Abbeville,AL,31.65461,-85.11559
Lawrenceville,Southern Baptist Convention,1481 County Road 119 Abbeville,AL,31.65582,-85.27221
Magnolia,United Methodist,1774 Otho Rd Abbeville,AL,31.69488,-85.12695
Old Zion,Southern Baptist Convention,265 County Road 57 S Abbeville,AL,31.55323,-85.18081
Christ Temple Baptist Church,Baptist,2836 State Highway 10 E Abbeville,AL,31.55695,-85.18742
First Assembly Of God,Assemblies of God,103 Ash Dr Abbeville,AL,31.56086,-85.24799
New Birth Holiness Church,Holiness,303 E Washington St Abbeville,AL,31.57071,-85.23755
Rocky Mountain Baptist Church,Baptist,457 County Road 42 W Abbeville,AL,31.52868,-85.29715
m,Other Christian,45 Acton Rd Acmar,AL,31.613651,-87.509414
Adamsville Church of Christ,Churches of Christ,4207 Veterans Memorial Dr Adamsville,AL,33.59755,-86.94641
Adamsville Church of God,Church of God,3601 Main St Adamsville,AL,33.586805,-86.93695
Bayview Baptist Church,Baptist,310 West Ct Adamsville,AL,33.562205,-86.968815
Chapel Hill Baptist Church,Baptist,3085 Woodruff Mill Rd Adamsville,AL,33.60156,-87.00598
Episcopal Holiness Church,Episcopal,4622 Main St Adamsville,AL,33.598874,-86.951664
Greater Temple Full Gospel Church,Full Gospel,4800 Hazelwood Rd Adamsville,AL,33.59339,-86.96138
Midway United Methodist Church,United Methodist,3904 Oakwood Dr Adamsville,AL,33.58974,-86.94251
Mount Camel Cme Church,Methodist,104 Allen St Adamsville,AL,33.60173,-86.95329
Mount Zion Baptist Church,Baptist,4518 Old Jasper Hwy Adamsville,AL,33.59965,-86.94947
New Life Deliverance Center,Non-Denominational,3925 Midway Rd Adamsville,AL,33.58901,-86.945455
Victory Christian Fellowship,Non-Denominational,2440 Minor Pkwy Adamsville,AL,33.57687,-86.93235
Woodland West Baptist Church,Baptist,3717 Old Jasper Hwy Adamsville,AL,33.59157,-86.93736
House of Prayer Outreach Faith Church,Pentecostal,202 Union Grove Road Adamsville,AL,33.60521,-86.962135
House Of Prayer Outreach Faith Church,Pentecostal,202 Union Grove Road Adamsville,AL,33.60521,-86.962135
Adamsville Methodist Church,United Methodist,173 N Main St Graysville,AL,33.63117,-86.97254
First SDA Church Adamsville,Seventh Day Adventist,4205 Main St Adamsville,AL,33.594065,-86.946295
Jeruselem Baptist Church,Baptist,4800 Hazelwood Rd Adamsville,AL,33.59339,-86.96138
West Point Baptist Church,Southern Baptist Convention,1280 Union Grove Rd Adamsville,AL,33.596535,-86.985755
Adamsville Baptist Church,Southern Baptist Convention,5101 Adams Ave Adamsville,AL,33.60124,-86.95859
New Beginning Full Gospel,Full Gospel Baptist Church Fellowship,4100 Flowers St Adamsville,AL,33.58885,-86.94848
Saint Patrick Family Life Center,Catholic,301 Shamrock Trl Adamsville,AL,33.58108,-86.92896
Saint Paul Ame Church,African Methodist Episcopal,4229 School St Adamsville,AL,33.59418,-86.947645
Adamsville First Church Of God,Church of God,5501 Blossburg Rd Adamsville,AL,33.603665,-86.956045
Bayview Church Of God,Church of God (Pentecostal),107 Bayview Dr Adamsville,AL,33.556215,-86.973205
Faith Freewill Baptist Church,Baptist,1150 Hillcrest Rd Adamsville,AL,33.60085,-86.92583
Mountain Street Church Of God,Church of God,200 Mountain St Adamsville,AL,33.60162,-86.95933
Porter Missionary Baptist Church,Southern Baptist Convention,3785 Porter Rd Adamsville,AL,33.62123,-87.05864
Union Grove United Methodist Church,United Methodist,1104 Union Grove Rd Adamsville,AL,33.59827,-86.97726
Williamsburg,Southern Baptist Convention,3591 Porter Rd Adamsville,AL,33.615465,-87.05435
Williamsburg Baptist Church,Baptist,3691 Porter Rd Adamsville,AL,33.61379,-87.05109
Mt Pleasant Baptist Church,Southern Baptist Convention,Highway 278 Cullman,AL,34.175985,-86.900815
Sardis Baptist Church,Southern Baptist Convention,3789 Sardis Airport Rd Addison,AL,34.21539,-87.15695
The First Baptist Church of Addison,Southern Baptist Convention,115 S 2nd St Addison,AL,34.19856,-87.17604
Fairview #2,Southern Baptist Convention,29440 Highway 278 Addison,AL,34.183035,-87.143211
Friendship Baptist Church,Baptist,Rr 1 Box 82 Addison,AL,43.422776,-88.374542
Mount Pleasant Baptist Church,Baptist,1522 County Road 45 Addison,AL,34.19442,-87.11569
Refreshment Center,Non-Denominational,30510 Highway 278 Addison,AL,34.20199,-87.18101
Friendship,Southern Baptist Convention,345 County Road 50 Addison,AL,34.28781,-87.14078
White Oak Baptist Church,Baptist,819 County Road 45 Addison,AL,34.19013,-87.12729
Adger Church Of God,Church of God,7336 Johns Rd Adger,AL,33.378185,-87.08674
Bible Comes To Life Church,Non-Denominational,7258 Johns Rd Adger,AL,33.38005,-87.08671
Big Creek Baptist Church,Southern Baptist Convention,11073 Camp Oliver Rd Adger,AL,33.4933,-87.214965
Dogwood Grove,Southern Baptist Convention,8736 Dogwood Grove Rd Adger,AL,33.36575,-87.135555
Ebenezer Missionary Baptist Church,Baptist,5700 Belle Sumpter Rd Adger,AL,33.35625,-87.126135
Holiness Deliverance Tabernacle,Holiness,7620 Main St Adger,AL,33.369975,-87.097285
New Bethlehem Baptist Church,Baptist,7500 Bethleham St Adger,AL,33.36629,-87.09503
Pine Grove United Methodist Church,United Methodist,11263 Camp Oliver Rd Adger,AL,33.5028,-87.22066
Bible Baptist Church,Baptist,10793 Lock 17 Rd Adger,AL,33.4424,-87.20859
Johns Baptist Church,Baptist,7852 Church St Adger,AL,33.36573,-87.105795
Liberty Baptist Church,Baptist,4048 Ethridge Rd Adger,AL,33.39416,-87.2404
New Providence,Southern Baptist Convention,1964 Bruce Shaw Rd Adger,AL,33.45511,-87.3021
River Of Life,Non-Denominational,89 Shores Camp Rd Adger,AL,33.52365,-87.23183
Bass Tabernacle Christian Methodist Episcopal Church,Methodist,22890 County Road 32 Akron,AL,32.83186,-87.73923
Mt Hebron Baptist,Southern Baptist Convention,186 County Road 34 Akron,AL,32.84746,-87.7103
Alabaster Church Of God,Church of God,530 1st Ave W Alabaster,AL,33.24459,-86.82234
Alabaster First Baptist Church,Southern Baptist Convention,903 3rd Ave Nw Alabaster,AL,33.24653,-86.82743
Amazing Grace Worship Center,Non-Denominational,949 Highway 31 S Alabaster,AL,33.2248,-86.80743
Bible Baptist Church,Baptist,112 1st St Sw Alabaster,AL,33.24441,-86.81717
Camp Branch United Methodist Church,United Methodist,123 Camp Branch Rd Alabaster,AL,33.20886,-86.76108
Church of the Highlands Alabaster Campus Alabaster City Hall,Other Christian,1953 Municipal Way Alabaster,AL,33.23281,-86.82585
Church of the Highlands Alabaster Campus Thompson High School,Other Christian,100 Warrior Drive Alabaster,AL,33.22062,-86.8331
Elevation Community Church,Wesleyan,212 Warwick Ln Alabaster,AL,33.24776,-86.79431
Elliottsville Church Of Christ,Church of Christ,Highway 119 S Alabaster,AL,33.18319,-86.82508
Episcopal Church Of The Holy Spirit,Episcopal,858 Kent Dairy Rd Alabaster,AL,33.21549,-86.84853
First United Methodist Church of Alabaster,United Methodist,10903 Highway 119 Alabaster,AL,33.23786,-86.82017
Hope Church and Christian School,Non-Denominational,111 Industrial Park Dr Pelham,AL,33.29756,-86.81654
Liberty Baptist Church,Baptist,306 5th Ave Se Alabaster,AL,33.23989,-86.81164
Southside Baptist Church,Southern Baptist Convention,7183 Highway 119 Alabaster,AL,33.18727,-86.82469
Unity Christian Center,Non-Denominational,804 1st St N Alabaster,AL,33.251172,-86.814766
Westwood Baptist Church,Southern Baptist Convention,1155 Alabaster Blvd Alabaster,AL,33.24169,-86.794
Abundant Life Church,United Pentecostal Church International,1614 Kent Dairy Rd Ste 201 Alabaster,AL,33.21468,-86.83543
Church of the Holy Spirit,Episcopal,858 Kent Dairy Rd Alabaster,AL,33.21549,-86.84853
Elliotsville Cumberland Church,Non-Denominational,8828 Elliotsville Ln Alabaster,AL,33.2151,-86.83652
Fellowship Church,Southern Baptist Convention,1509 Kent Dairy Rd Alabaster,AL,33.2167,-86.83852
Kingwood Assembly of God,Assemblies of God,100 Harvest Way Alabaster,AL,33.25768,-86.82472
Perimeter Pointe Church,Southern Baptist Convention,701 Barkley Cir Alabaster,AL,33.18412,-86.818735
Alabaster Aoh Church Of God,Church of God,441 5th Ave SE Alabaster,AL,33.24033,-86.805735
Alabaster-montevallo New Church,United Methodist,728 Barkley Cir Alabaster,AL,33.184655,-86.8205
Birmingham International Company,Seventh Day Adventist,171 Pebble Dr Alabaster,AL,33.22728,-86.833655
Christian Life Center,United Pentecostal Church International,126 1st St S Alabaster,AL,33.243275,-86.81664
Church Of The Redeemer,Presbyterian,81 Weatherly Club Dr Ste A Alabaster,AL,33.25912,-86.79495
Crossway Community Church,Interdenominational,1614 Kent Dairy Rd Alabaster,AL,33.21468,-86.83543
Four Oaks Community Church,Community,1006 Broken Bow Trl Alabaster,AL,33.2566,-86.83571
